Date,Product_ID,Product_Name,Category,Units_Sold,Unit_Price,Profit_Per_Unit,Total_Sale,Total_Profit,Invoice_No,Store_ID,Tax_Amount,Discount_Amount,Payment_Mode,Customer_ID,Cashier_ID,Barcode,Batch_No,Supplier,Is_Return,Expiry_Date,Current_Stock,Reorder_Level
2026-04-06,P004,Bread Loaf,Bakery,3,2.1,0.55,6.3,1.65,INV-20260406-0306,STORE-001,0.32,0.0,UPI,CU0156,C02,,,,,,,
2026-04-06,P006,Butter,Dairy,1,4.4,1.05,4.4,1.05,INV-20260406-0306,STORE-001,0.22,0.0,UPI,CU0156,C02,,,,,,,
2026-04-06,P016,Salsa,Snacks,3,3.95,1.05,11.49,2.79,INV-20260406-0306,STORE-001,0.57,0.36,UPI,CU0156,C02,,,,,,,
2026-04-06,P017,Rice 5kg,Staples,1,12.5,2.1,12.12,1.72,INV-20260406-0306,STORE-001,0.61,0.38,UPI,CU0156,C02,,,,,,,
2026-04-06,P016,Salsa,Snacks,2,3.95,1.05,7.66,1.86,INV-20260406-0496,STORE-001,0.38,0.24,Cash,CU0044,C01,,,,,,,
2026-04-06,P018,Cooking Oil,Staples,3,9.8,1.9,27.93,4.23,INV-20260406-0496,STORE-001,1.4,1.47,Cash,CU0044,C01,,,,,,,
2026-04-06,P001,Bananas,Produce,3,0.62,0.23,1.8,0.63,INV-20260406-0496,STORE-001,0.09,0.06,Cash,CU0044,C01,,,,,,,
2026-04-06,P015,Chips,Snacks,3,2.85,0.86,8.29,2.32,INV-20260406-0496,STORE-001,0.41,0.26,Cash,CU0044,C01,,,,,,,
2026-04-06,P008,Strawberry Jam,Pantry,2,4.75,1.45,9.5,2.9,INV-20260406-0326,STORE-001,0.48,0.0,Card,CU0101,C03,,,,,,,
2026-04-06,P004,Bread Loaf,Bakery,2,2.1,0.55,3.99,0.89,INV-20260406-0176,STORE-001,0.2,0.21,UPI,CU0049,C02,,,,,,,
2026-04-06,P018,Cooking Oil,Staples,1,9.8,1.9,9.8,1.9,INV-20260406-0446,STORE-001,0.49,0.0,UPI,CU0049,C04,,,,,,,
2026-04-06,P010,Tomato Sauce,Pantry,1,2.9,0.82,2.9,0.82,INV-20260406-0006,STORE-001,0.14,0.0,Wallet,CU0153,C04,,,,,,,
2026-04-06,P007,Peanut Butter,Pantry,2,5.25,1.65,10.5,3.3,INV-20260406-0006,STORE-001,0.53,0.0,Wallet,CU0153,C04,,,,,,,
2026-04-06,P008,Strawberry Jam,Pantry,2,4.75,1.45,9.5,2.9,INV-20260406-0006,STORE-001,0.48,0.0,Wallet,CU0153,C04,,,,,,,
2026-04-06,P012,Sugar,Pantry,1,2.2,0.52,2.2,0.52,INV-20260406-0426,STORE-001,0.11,0.0,Wallet,CU0184,C02,,,,,,,
2026-04-06,P004,Bread Loaf,Bakery,1,2.1,0.55,1.99,0.44,INV-20260406-0036,STORE-001,0.1,0.11,UPI,CU0159,C05,,,,,,,
2026-04-06,P006,Butter,Dairy,3,4.4,1.05,13.2,3.15,INV-20260406-0036,STORE-001,0.66,0.0,UPI,CU0159,C05,,,,,,,
2026-04-06,P003,Milk 1L,Dairy,1,2.25,0.62,2.25,0.62,INV-20260406-0036,STORE-001,0.11,0.0,UPI,CU0159,C05,,,,,,,
2026-04-06,P005,Eggs 12 Pack,Dairy,2,3.8,0.95,7.6,1.9,INV-20260406-0036,STORE-001,0.38,0.0,UPI,CU0159,C05,,,,,,,
2026-04-06,P009,Pasta,Pantry,1,2.35,0.7,2.35,0.7,INV-20260406-0036,STORE-001,0.12,0.0,UPI,CU0159,C05,,,,,,,
2026-04-06,P009,Pasta,Pantry,2,2.35,0.7,4.7,1.4,INV-20260406-0006,STORE-001,0.24,0.0,Wallet,CU0153,C04,,,,,,,
2026-04-06,P009,Pasta,Pantry,2,2.35,0.7,4.7,1.4,INV-20260406-0356,STORE-001,0.24,0.0,UPI,CU0082,C05,,,,,,,
2026-04-06,P007,Peanut Butter,Pantry,1,5.25,1.65,5.25,1.65,INV-20260406-0356,STORE-001,0.26,0.0,UPI,CU0082,C05,,,,,,,
2026-04-06,P020,Yogurt Cups,Dairy,1,3.4,0.88,3.4,0.88,INV-20260406-0356,STORE-001,0.17,0.0,UPI,CU0082,C05,,,,,,,
2026-04-06,P014,Biscuits,Snacks,3,2.6,0.78,7.57,2.11,INV-20260406-0446,STORE-001,0.38,0.23,UPI,CU0049,C04,,,,,,,
2026-04-06,P012,Sugar,Pantry,2,2.2,0.52,4.4,1.04,INV-20260406-0146,STORE-001,0.22,0.0,UPI,CU0096,C02,,,,,,,
2026-04-06,P016,Salsa,Snacks,1,3.95,1.05,3.95,1.05,INV-20260406-0146,STORE-001,0.2,0.0,UPI,CU0096,C02,,,,,,,
2026-04-06,P006,Butter,Dairy,3,4.4,1.05,13.2,3.15,INV-20260406-0146,STORE-001,0.66,0.0,UPI,CU0096,C02,,,,,,,
2026-04-06,P004,Bread Loaf,Bakery,1,2.1,0.55,2.1,0.55,INV-20260406-0146,STORE-001,0.11,0.0,UPI,CU0096,C02,,,,,,,
2026-04-06,P004,Bread Loaf,Bakery,3,2.1,0.55,6.11,1.46,INV-20260406-0076,STORE-001,0.31,0.19,UPI,CU0102,C05,,,,,,,
2026-04-06,P010,Tomato Sauce,Pantry,3,2.9,0.82,8.7,2.46,INV-20260406-0446,STORE-001,0.43,0.0,UPI,CU0049,C04,,,,,,,
2026-04-06,P010,Tomato Sauce,Pantry,2,2.9,0.82,5.8,1.64,INV-20260406-0356,STORE-001,0.29,0.0,UPI,CU0082,C05,,,,,,,
2026-04-06,P009,Pasta,Pantry,1,2.35,0.7,2.28,0.63,INV-20260406-0446,STORE-001,0.11,0.07,UPI,CU0049,C04,,,,,,,
2026-04-06,P005,Eggs 12 Pack,Dairy,3,3.8,0.95,10.83,2.28,INV-20260406-0006,STORE-001,0.54,0.57,Wallet,CU0153,C04,,,,,,,
2026-04-06,P004,Bread Loaf,Bakery,3,2.1,0.55,6.3,1.65,INV-20260406-0156,STORE-001,0.32,0.0,Cash,CU0035,C02,,,,,,,
2026-04-06,P004,Bread Loaf,Bakery,1,2.1,0.55,2.04,0.49,INV-20260406-0086,STORE-001,0.1,0.06,UPI,CU0196,C02,,,,,,,
2026-04-06,P006,Butter,Dairy,3,4.4,1.05,12.8,2.75,INV-20260406-0086,STORE-001,0.64,0.4,UPI,CU0196,C02,,,,,,,
2026-04-06,P003,Milk 1L,Dairy,2,2.25,0.62,4.5,1.24,INV-20260406-0086,STORE-001,0.23,0.0,UPI,CU0196,C02,,,,,,,
2026-04-06,P005,Eggs 12 Pack,Dairy,1,3.8,0.95,3.8,0.95,INV-20260406-0016,STORE-001,0.19,0.0,UPI,CU0126,C05,,,,,,,
2026-04-06,P003,Milk 1L,Dairy,2,2.25,0.62,4.5,1.24,INV-20260406-0016,STORE-001,0.23,0.0,UPI,CU0126,C05,,,,,,,
2026-04-06,P006,Butter,Dairy,1,4.4,1.05,4.27,0.92,INV-20260406-0016,STORE-001,0.21,0.13,UPI,CU0126,C05,,,,,,,
2026-04-06,P004,Bread Loaf,Bakery,2,2.1,0.55,4.2,1.1,INV-20260406-0016,STORE-001,0.21,0.0,UPI,CU0126,C05,,,,,,,
2026-04-06,P019,Chicken Breast,Meat,3,7.2,1.75,21.6,5.25,INV-20260406-0126,STORE-001,1.08,0.0,Cash,CU0048,C05,,,,,,,
2026-04-06,P005,Eggs 12 Pack,Dairy,2,3.8,0.95,7.6,1.9,INV-20260406-0086,STORE-001,0.38,0.0,UPI,CU0196,C02,,,,,,,
2026-04-06,P003,Milk 1L,Dairy,1,2.25,0.62,2.25,0.62,INV-20260406-0006,STORE-001,0.11,0.0,Wallet,CU0153,C04,,,,,,,
2026-04-06,P009,Pasta,Pantry,1,2.35,0.7,2.28,0.63,INV-20260406-0086,STORE-001,0.11,0.07,UPI,CU0196,C02,,,,,,,
2026-04-06,P007,Peanut Butter,Pantry,1,5.25,1.65,5.25,1.65,INV-20260406-0086,STORE-001,0.26,0.0,UPI,CU0196,C02,,,,,,,
2026-04-06,P008,Strawberry Jam,Pantry,3,4.75,1.45,14.25,4.35,INV-20260406-0086,STORE-001,0.71,0.0,UPI,CU0196,C02,,,,,,,
2026-04-06,P011,Coffee,Beverages,1,8.9,2.8,8.9,2.8,INV-20260406-0086,STORE-001,0.45,0.0,UPI,CU0196,C02,,,,,,,
2026-04-06,P004,Bread Loaf,Bakery,2,2.1,0.55,3.99,0.89,INV-20260406-0006,STORE-001,0.2,0.21,Wallet,CU0153,C04,,,,,,,
2026-04-06,P006,Butter,Dairy,2,4.4,1.05,8.36,1.66,INV-20260406-0006,STORE-001,0.42,0.44,Wallet,CU0153,C04,,,,,,,
2026-04-06,P008,Strawberry Jam,Pantry,2,4.75,1.45,9.5,2.9,INV-20260406-0156,STORE-001,0.48,0.0,Cash,CU0035,C02,,,,,,,
2026-04-06,P009,Pasta,Pantry,2,2.35,0.7,4.7,1.4,INV-20260406-0156,STORE-001,0.24,0.0,Cash,CU0035,C02,,,,,,,
2026-04-06,P015,Chips,Snacks,1,2.85,0.86,2.76,0.77,INV-20260406-0156,STORE-001,0.14,0.09,Cash,CU0035,C02,,,,,,,
2026-04-06,P006,Butter,Dairy,1,4.4,1.05,4.4,1.05,INV-20260406-0156,STORE-001,0.22,0.0,Cash,CU0035,C02,,,,,,,
2026-04-06,P010,Tomato Sauce,Pantry,3,2.9,0.82,8.44,2.2,INV-20260406-0086,STORE-001,0.42,0.26,UPI,CU0196,C02,,,,,,,
2026-04-06,P004,Bread Loaf,Bakery,1,2.1,0.55,2.04,0.49,INV-20260406-0166,STORE-001,0.1,0.06,Wallet,CU0080,C05,,,,,,,
2026-04-06,P010,Tomato Sauce,Pantry,1,2.9,0.82,2.76,0.68,INV-20260406-0036,STORE-001,0.14,0.14,UPI,CU0159,C05,,,,,,,
2026-04-06,P008,Strawberry Jam,Pantry,1,4.75,1.45,4.61,1.31,INV-20260406-0036,STORE-001,0.23,0.14,UPI,CU0159,C05,,,,,,,
2026-04-06,P006,Butter,Dairy,2,4.4,1.05,8.8,2.1,INV-20260406-0046,STORE-001,0.44,0.0,Card,CU0164,C04,,,,,,,
2026-04-06,P004,Bread Loaf,Bakery,2,2.1,0.55,4.07,0.97,INV-20260406-0046,STORE-001,0.2,0.13,Card,CU0164,C04,,,,,,,
2026-04-06,P015,Chips,Snacks,3,2.85,0.86,8.55,2.58,INV-20260406-0376,STORE-001,0.43,0.0,Wallet,CU0033,C01,,,,,,,
2026-04-06,P016,Salsa,Snacks,2,3.95,1.05,7.9,2.1,INV-20260406-0376,STORE-001,0.4,0.0,Wallet,CU0033,C01,,,,,,,
2026-04-06,P006,Butter,Dairy,3,4.4,1.05,12.54,2.49,INV-20260406-0436,STORE-001,0.63,0.66,Card,CU0057,C05,,,,,,,
2026-04-06,P004,Bread Loaf,Bakery,3,2.1,0.55,6.3,1.65,INV-20260406-0436,STORE-001,0.32,0.0,Card,CU0057,C05,,,,,,,
2026-04-06,P007,Peanut Butter,Pantry,2,5.25,1.65,10.18,2.98,INV-20260406-0436,STORE-001,0.51,0.32,Card,CU0057,C05,,,,,,,
2026-04-06,P010,Tomato Sauce,Pantry,1,2.9,0.82,2.76,0.68,INV-20260406-0376,STORE-001,0.14,0.14,Wallet,CU0033,C01,,,,,,,
2026-04-06,P015,Chips,Snacks,2,2.85,0.86,5.7,1.72,INV-20260406-0096,STORE-001,0.29,0.0,Card,CU0189,C01,,,,,,,
2026-04-06,P004,Bread Loaf,Bakery,3,2.1,0.55,6.3,1.65,INV-20260406-0136,STORE-001,0.32,0.0,Cash,CU0052,C04,,,,,,,
2026-04-06,P008,Strawberry Jam,Pantry,1,4.75,1.45,4.75,1.45,INV-20260406-0096,STORE-001,0.24,0.0,Card,CU0189,C01,,,,,,,
2026-04-06,P004,Bread Loaf,Bakery,2,2.1,0.55,4.2,1.1,INV-20260406-0126,STORE-001,0.21,0.0,Cash,CU0048,C05,,,,,,,
2026-04-06,P004,Bread Loaf,Bakery,2,2.1,0.55,4.2,1.1,INV-20260406-0096,STORE-001,0.21,0.0,Card,CU0189,C01,,,,,,,
2026-04-06,P006,Butter,Dairy,1,4.4,1.05,4.27,0.92,INV-20260406-0126,STORE-001,0.21,0.13,Cash,CU0048,C05,,,,,,,
2026-04-06,P003,Milk 1L,Dairy,1,2.25,0.62,2.25,0.62,INV-20260406-0126,STORE-001,0.11,0.0,Cash,CU0048,C05,,,,,,,
2026-04-06,P006,Butter,Dairy,3,4.4,1.05,13.2,3.15,INV-20260406-0096,STORE-001,0.66,0.0,Card,CU0189,C01,,,,,,,
2026-04-06,P003,Milk 1L,Dairy,1,2.25,0.62,2.14,0.51,INV-20260406-0096,STORE-001,0.11,0.11,Card,CU0189,C01,,,,,,,
2026-04-06,P005,Eggs 12 Pack,Dairy,3,3.8,0.95,11.06,2.51,INV-20260406-0096,STORE-001,0.55,0.34,Card,CU0189,C01,,,,,,,
2026-04-06,P009,Pasta,Pantry,2,2.35,0.7,4.46,1.16,INV-20260406-0096,STORE-001,0.22,0.24,Card,CU0189,C01,,,,,,,
2026-04-06,P010,Tomato Sauce,Pantry,2,2.9,0.82,5.8,1.64,INV-20260406-0096,STORE-001,0.29,0.0,Card,CU0189,C01,,,,,,,
2026-04-06,P007,Peanut Butter,Pantry,2,5.25,1.65,10.5,3.3,INV-20260406-0096,STORE-001,0.53,0.0,Card,CU0189,C01,,,,,,,
2026-04-06,P007,Peanut Butter,Pantry,1,5.25,1.65,5.25,1.65,INV-20260406-0036,STORE-001,0.26,0.0,UPI,CU0159,C05,,,,,,,
2026-04-06,P006,Butter,Dairy,3,4.4,1.05,13.2,3.15,INV-20260406-0136,STORE-001,0.66,0.0,Cash,CU0052,C04,,,,,,,
2026-04-06,P005,Eggs 12 Pack,Dairy,1,3.8,0.95,3.8,0.95,INV-20260406-0136,STORE-001,0.19,0.0,Cash,CU0052,C04,,,,,,,
2026-04-06,P015,Chips,Snacks,2,2.85,0.86,5.41,1.43,INV-20260406-0036,STORE-001,0.27,0.29,UPI,CU0159,C05,,,,,,,
2026-04-06,P020,Yogurt Cups,Dairy,2,3.4,0.88,6.8,1.76,INV-20260406-0036,STORE-001,0.34,0.0,UPI,CU0159,C05,,,,,,,
2026-04-06,P014,Biscuits,Snacks,1,2.6,0.78,2.6,0.78,INV-20260406-0036,STORE-001,0.13,0.0,UPI,CU0159,C05,,,,,,,
2026-04-06,P014,Biscuits,Snacks,3,2.6,0.78,7.8,2.34,INV-20260406-0006,STORE-001,0.39,0.0,Wallet,CU0153,C04,,,,,,,
2026-04-06,P018,Cooking Oil,Staples,3,9.8,1.9,28.52,4.82,INV-20260406-0386,STORE-001,1.43,0.88,Card,CU0018,C04,,,,,,,
2026-04-06,P004,Bread Loaf,Bakery,3,2.1,0.55,6.3,1.65,INV-20260406-0366,STORE-001,0.32,0.0,Card,CU0194,C05,,,,,,,
2026-04-06,P006,Butter,Dairy,1,4.4,1.05,4.4,1.05,INV-20260406-0366,STORE-001,0.22,0.0,Card,CU0194,C05,,,,,,,
2026-04-06,P007,Peanut Butter,Pantry,2,5.25,1.65,9.97,2.77,INV-20260406-0366,STORE-001,0.5,0.53,Card,CU0194,C05,,,,,,,
2026-04-06,P002,Apples,Produce,1,1.15,0.37,1.15,0.37,INV-20260406-0386,STORE-001,0.06,0.0,Card,CU0018,C04,,,,,,,
2026-04-06,P003,Milk 1L,Dairy,1,2.25,0.62,2.25,0.62,INV-20260406-0136,STORE-001,0.11,0.0,Cash,CU0052,C04,,,,,,,
2026-04-06,P011,Coffee,Beverages,1,8.9,2.8,8.63,2.53,INV-20260406-0386,STORE-001,0.43,0.27,Card,CU0018,C04,,,,,,,
2026-04-06,P009,Pasta,Pantry,2,2.35,0.7,4.7,1.4,INV-20260406-0386,STORE-001,0.24,0.0,Card,CU0018,C04,,,,,,,
2026-04-06,P015,Chips,Snacks,1,2.85,0.86,2.71,0.72,INV-20260406-0436,STORE-001,0.14,0.14,Card,CU0057,C05,,,,,,,
2026-04-06,P016,Salsa,Snacks,3,3.95,1.05,11.26,2.56,INV-20260406-0436,STORE-001,0.56,0.59,Card,CU0057,C05,,,,,,,
2026-04-06,P010,Tomato Sauce,Pantry,2,2.9,0.82,5.8,1.64,INV-20260406-0046,STORE-001,0.29,0.0,Card,CU0164,C04,,,,,,,
2026-04-06,P009,Pasta,Pantry,1,2.35,0.7,2.35,0.7,INV-20260406-0046,STORE-001,0.12,0.0,Card,CU0164,C04,,,,,,,
2026-04-06,P005,Eggs 12 Pack,Dairy,3,3.8,0.95,10.83,2.28,INV-20260406-0046,STORE-001,0.54,0.57,Card,CU0164,C04,,,,,,,
2026-04-06,P003,Milk 1L,Dairy,2,2.25,0.62,4.5,1.24,INV-20260406-0046,STORE-001,0.23,0.0,Card,CU0164,C04,,,,,,,
2026-04-06,P020,Yogurt Cups,Dairy,2,3.4,0.88,6.8,1.76,INV-20260406-0136,STORE-001,0.34,0.0,Cash,CU0052,C04,,,,,,,
2026-04-06,P015,Chips,Snacks,2,2.85,0.86,5.7,1.72,INV-20260406-0136,STORE-001,0.29,0.0,Cash,CU0052,C04,,,,,,,
2026-04-06,P010,Tomato Sauce,Pantry,3,2.9,0.82,8.44,2.2,INV-20260406-0386,STORE-001,0.42,0.26,Card,CU0018,C04,,,,,,,
2026-04-06,P006,Butter,Dairy,1,4.4,1.05,4.4,1.05,INV-20260406-0166,STORE-001,0.22,0.0,Wallet,CU0080,C05,,,,,,,
2026-04-06,P005,Eggs 12 Pack,Dairy,3,3.8,0.95,11.06,2.51,INV-20260406-0126,STORE-001,0.55,0.34,Cash,CU0048,C05,,,,,,,
2026-04-06,P007,Peanut Butter,Pantry,3,5.25,1.65,15.75,4.95,INV-20260406-0166,STORE-001,0.79,0.0,Wallet,CU0080,C05,,,,,,,
2026-04-06,P016,Salsa,Snacks,3,3.95,1.05,11.26,2.56,INV-20260406-0466,STORE-001,0.56,0.59,UPI,CU0008,C02,,,,,,,
2026-04-06,P015,Chips,Snacks,2,2.85,0.86,5.7,1.72,INV-20260406-0466,STORE-001,0.29,0.0,UPI,CU0008,C02,,,,,,,
2026-04-06,P004,Bread Loaf,Bakery,1,2.1,0.55,2.1,0.55,INV-20260406-0336,STORE-001,0.11,0.0,Cash,CU0129,C06,,,,,,,
2026-04-06,P006,Butter,Dairy,3,4.4,1.05,12.54,2.49,INV-20260406-0336,STORE-001,0.63,0.66,Cash,CU0129,C06,,,,,,,
2026-04-06,P015,Chips,Snacks,1,2.85,0.86,2.76,0.77,INV-20260406-0336,STORE-001,0.14,0.09,Cash,CU0129,C06,,,,,,,
2026-04-06,P020,Yogurt Cups,Dairy,2,3.4,0.88,6.8,1.76,INV-20260406-0336,STORE-001,0.34,0.0,Cash,CU0129,C06,,,,,,,
2026-04-06,P011,Coffee,Beverages,3,8.9,2.8,25.9,7.6,INV-20260406-0186,STORE-001,1.29,0.8,UPI,CU0072,C03,,,,,,,
2026-04-06,P001,Bananas,Produce,2,0.62,0.23,1.24,0.46,INV-20260406-0186,STORE-001,0.06,0.0,UPI,CU0072,C03,,,,,,,
2026-04-06,P012,Sugar,Pantry,2,2.2,0.52,4.27,0.91,INV-20260406-0186,STORE-001,0.21,0.13,UPI,CU0072,C03,,,,,,,
2026-04-06,P014,Biscuits,Snacks,1,2.6,0.78,2.6,0.78,INV-20260406-0466,STORE-001,0.13,0.0,UPI,CU0008,C02,,,,,,,
2026-04-06,P003,Milk 1L,Dairy,1,2.25,0.62,2.18,0.55,INV-20260406-0406,STORE-001,0.11,0.07,Wallet,CU0112,C01,,,,,,,
2026-04-06,P015,Chips,Snacks,1,2.85,0.86,2.85,0.86,INV-20260406-0406,STORE-001,0.14,0.0,Wallet,CU0112,C01,,,,,,,
2026-04-06,P008,Strawberry Jam,Pantry,1,4.75,1.45,4.75,1.45,INV-20260406-0106,STORE-001,0.24,0.0,Card,CU0069,C01,,,,,,,
2026-04-06,P006,Butter,Dairy,1,4.4,1.05,4.4,1.05,INV-20260406-0186,STORE-001,0.22,0.0,UPI,CU0072,C03,,,,,,,
2026-04-06,P004,Bread Loaf,Bakery,2,2.1,0.55,4.2,1.1,INV-20260406-0186,STORE-001,0.21,0.0,UPI,CU0072,C03,,,,,,,
2026-04-06,P007,Peanut Butter,Pantry,2,5.25,1.65,10.5,3.3,INV-20260406-0106,STORE-001,0.53,0.0,Card,CU0069,C01,,,,,,,
2026-04-06,P010,Tomato Sauce,Pantry,1,2.9,0.82,2.9,0.82,INV-20260406-0106,STORE-001,0.14,0.0,Card,CU0069,C01,,,,,,,
2026-04-06,P009,Pasta,Pantry,1,2.35,0.7,2.28,0.63,INV-20260406-0106,STORE-001,0.11,0.07,Card,CU0069,C01,,,,,,,
2026-04-06,P019,Chicken Breast,Meat,2,7.2,1.75,14.4,3.5,INV-20260406-0456,STORE-001,0.72,0.0,Cash,CU0063,C06,,,,,,,
2026-04-06,P014,Biscuits,Snacks,2,2.6,0.78,5.2,1.56,INV-20260406-0456,STORE-001,0.26,0.0,Cash,CU0063,C06,,,,,,,
2026-04-06,P019,Chicken Breast,Meat,1,7.2,1.75,7.2,1.75,INV-20260406-0166,STORE-001,0.36,0.0,Wallet,CU0080,C05,,,,,,,
2026-04-06,P020,Yogurt Cups,Dairy,3,3.4,0.88,10.2,2.64,INV-20260406-0456,STORE-001,0.51,0.0,Cash,CU0063,C06,,,,,,,
2026-04-06,P002,Apples,Produce,3,1.15,0.37,3.35,1.01,INV-20260406-0466,STORE-001,0.17,0.1,UPI,CU0008,C02,,,,,,,
2026-04-06,P006,Butter,Dairy,1,4.4,1.05,4.4,1.05,INV-20260406-0466,STORE-001,0.22,0.0,UPI,CU0008,C02,,,,,,,
2026-04-06,P011,Coffee,Beverages,2,8.9,2.8,17.27,5.07,INV-20260406-0416,STORE-001,0.86,0.53,UPI,CU0129,C03,,,,,,,
2026-04-06,P008,Strawberry Jam,Pantry,1,4.75,1.45,4.75,1.45,INV-20260406-0416,STORE-001,0.24,0.0,UPI,CU0129,C03,,,,,,,
2026-04-06,P010,Tomato Sauce,Pantry,2,2.9,0.82,5.8,1.64,INV-20260406-0416,STORE-001,0.29,0.0,UPI,CU0129,C03,,,,,,,
2026-04-06,P009,Pasta,Pantry,3,2.35,0.7,6.84,1.89,INV-20260406-0416,STORE-001,0.34,0.21,UPI,CU0129,C03,,,,,,,
2026-04-06,P018,Cooking Oil,Staples,3,9.8,1.9,29.4,5.7,INV-20260406-0106,STORE-001,1.47,0.0,Card,CU0069,C01,,,,,,,
2026-04-06,P006,Butter,Dairy,2,4.4,1.05,8.8,2.1,INV-20260406-0076,STORE-001,0.44,0.0,UPI,CU0102,C05,,,,,,,
2026-04-06,P003,Milk 1L,Dairy,3,2.25,0.62,6.75,1.86,INV-20260406-0076,STORE-001,0.34,0.0,UPI,CU0102,C05,,,,,,,
2026-04-06,P005,Eggs 12 Pack,Dairy,2,3.8,0.95,7.6,1.9,INV-20260406-0076,STORE-001,0.38,0.0,UPI,CU0102,C05,,,,,,,
2026-04-06,P013,Tea Bags,Beverages,3,4.3,1.2,12.9,3.6,INV-20260406-0196,STORE-001,0.65,0.0,Wallet,CU0010,C06,,,,,,,
2026-04-06,P007,Peanut Butter,Pantry,1,5.25,1.65,5.25,1.65,INV-20260406-0466,STORE-001,0.26,0.0,UPI,CU0008,C02,,,,,,,
2026-04-06,P014,Biscuits,Snacks,3,2.6,0.78,7.57,2.11,INV-20260406-0196,STORE-001,0.38,0.23,Wallet,CU0010,C06,,,,,,,
2026-04-06,P010,Tomato Sauce,Pantry,3,2.9,0.82,8.7,2.46,INV-20260406-0196,STORE-001,0.43,0.0,Wallet,CU0010,C06,,,,,,,
2026-04-06,P016,Salsa,Snacks,1,3.95,1.05,3.95,1.05,INV-20260406-0196,STORE-001,0.2,0.0,Wallet,CU0010,C06,,,,,,,
2026-04-06,P015,Chips,Snacks,3,2.85,0.86,8.12,2.15,INV-20260406-0196,STORE-001,0.41,0.43,Wallet,CU0010,C06,,,,,,,
2026-04-06,P009,Pasta,Pantry,1,2.35,0.7,2.35,0.7,INV-20260406-0076,STORE-001,0.12,0.0,UPI,CU0102,C05,,,,,,,
2026-04-06,P010,Tomato Sauce,Pantry,2,2.9,0.82,5.8,1.64,INV-20260406-0076,STORE-001,0.29,0.0,UPI,CU0102,C05,,,,,,,
2026-04-06,P007,Peanut Butter,Pantry,2,5.25,1.65,10.18,2.98,INV-20260406-0076,STORE-001,0.51,0.32,UPI,CU0102,C05,,,,,,,
2026-04-06,P008,Strawberry Jam,Pantry,2,4.75,1.45,9.22,2.62,INV-20260406-0076,STORE-001,0.46,0.28,UPI,CU0102,C05,,,,,,,
2026-04-06,P002,Apples,Produce,2,1.15,0.37,2.3,0.74,INV-20260406-0076,STORE-001,0.11,0.0,UPI,CU0102,C05,,,,,,,
2026-04-06,P011,Coffee,Beverages,1,8.9,2.8,8.63,2.53,INV-20260406-0076,STORE-001,0.43,0.27,UPI,CU0102,C05,,,,,,,
2026-04-06,P009,Pasta,Pantry,3,2.35,0.7,6.7,1.75,INV-20260406-0196,STORE-001,0.34,0.35,Wallet,CU0010,C06,,,,,,,
2026-04-06,P012,Sugar,Pantry,3,2.2,0.52,6.6,1.56,INV-20260406-0456,STORE-001,0.33,0.0,Cash,CU0063,C06,,,,,,,
2026-04-06,P016,Salsa,Snacks,3,3.95,1.05,11.49,2.79,INV-20260406-0406,STORE-001,0.57,0.36,Wallet,CU0112,C01,,,,,,,
2026-04-06,P002,Apples,Produce,2,1.15,0.37,2.3,0.74,INV-20260406-0176,STORE-001,0.11,0.0,UPI,CU0049,C02,,,,,,,
2026-04-06,P020,Yogurt Cups,Dairy,3,3.4,0.88,10.2,2.64,INV-20260406-0346,STORE-001,0.51,0.0,Wallet,CU0187,C05,,,,,,,
2026-04-06,P011,Coffee,Beverages,1,8.9,2.8,8.9,2.8,INV-20260406-0016,STORE-001,0.45,0.0,UPI,CU0126,C05,,,,,,,
2026-04-06,P016,Salsa,Snacks,2,3.95,1.05,7.9,2.1,INV-20260406-0346,STORE-001,0.4,0.0,Wallet,CU0187,C05,,,,,,,
2026-04-06,P015,Chips,Snacks,3,2.85,0.86,8.29,2.32,INV-20260406-0346,STORE-001,0.41,0.26,Wallet,CU0187,C05,,,,,,,
2026-04-06,P007,Peanut Butter,Pantry,3,5.25,1.65,15.75,4.95,INV-20260406-0046,STORE-001,0.79,0.0,Card,CU0164,C04,,,,,,,
2026-04-06,P008,Strawberry Jam,Pantry,3,4.75,1.45,14.25,4.35,INV-20260406-0016,STORE-001,0.71,0.0,UPI,CU0126,C05,,,,,,,
2026-04-06,P007,Peanut Butter,Pantry,3,5.25,1.65,15.75,4.95,INV-20260406-0396,STORE-001,0.79,0.0,Wallet,CU0208,C03,,,,,,,
2026-04-06,P007,Peanut Butter,Pantry,3,5.25,1.65,15.28,4.48,INV-20260406-0016,STORE-001,0.76,0.47,UPI,CU0126,C05,,,,,,,
2026-04-06,P009,Pasta,Pantry,1,2.35,0.7,2.35,0.7,INV-20260406-0016,STORE-001,0.12,0.0,UPI,CU0126,C05,,,,,,,
2026-04-06,P006,Butter,Dairy,3,4.4,1.05,12.54,2.49,INV-20260406-0176,STORE-001,0.63,0.66,UPI,CU0049,C02,,,,,,,
2026-04-06,P008,Strawberry Jam,Pantry,3,4.75,1.45,13.82,3.92,INV-20260406-0046,STORE-001,0.69,0.43,Card,CU0164,C04,,,,,,,
2026-04-06,P016,Salsa,Snacks,2,3.95,1.05,7.9,2.1,INV-20260406-0046,STORE-001,0.4,0.0,Card,CU0164,C04,,,,,,,
